article_title	PMID	sentence	short_form	long_form
Toxicity of selected airborne nitrophenols on eukaryotic cell membrane models.	33288286	The electrochemical-based method, combined with atomic force microscopy (AFM) and phase-contrast microscopy imaging, allowed to get insights into the mechanism of cellular function disruption caused by airborne nitrophenols.	AFM	atomic force microscopy
Toxicity of selected airborne nitrophenols on eukaryotic cell membrane models.	33288286	Electrochemical impedance spectroscopy (EIS) revealed the formation of membrane defects at a nitrophenol concentration of 200 μg mL-1.	EIS	Electrochemical impedance spectroscopy
Risk assessment of potentially toxic metal(loid)s in Vigna radiata L. under wastewater and freshwater irrigation.	33288287	Proper application and management of municipal water (MW) in agriculture could be its sustainable use.	MW	municipal water
Risk assessment of potentially toxic metal(loid)s in Vigna radiata L. under wastewater and freshwater irrigation.	33288287	Here, we elucidated the influence of MW irrigation, diluted with canal water (CW) and groundwater (tap water; TW), on Vigna radiata to evaluate (i) the accumulation of potentially toxic metal(loid)s (PTMs; arsenic, copper, cadmium, iron, manganese, lead, nickel, zinc) in different plant tissues, (ii) biochemical modifications in plants, (iii) relative compartmentation of PTMs inside plant, and (iv) PTMs-induced health risk.	CW	canal water
Preparation and electrochemical treatment application of Ti/Sb-SnO2-Eu&rGO electrode in the degradation of clothianidin wastewater.	33288288	Moreover, a possible degradation pathway including the fracture of internal bonds of clothianidin such as the N-N bond, the C-N bond that connects nitroguanidine to the thiazole ring and mineralization was elucidated by intermediate products identified by HPLC-MS method and Fourier transform infrared spectroscopy (FTIR).	FTIR	Fourier transform infrared spectroscopy
Duration of specialty training in Oral and Maxillofacial Surgery in the United Kingdom for trainees joining the OMFS specialist list between 2002 and 2019.	33288289	OMFS Specialty Training in the UK is usually 5 years and 'starts' at Specialty Training Year 3 (ST3).	ST3	Specialty Training Year 3
Duration of specialty training in Oral and Maxillofacial Surgery in the United Kingdom for trainees joining the OMFS specialist list between 2002 and 2019.	33288289	In 2007 a pilot of 'run-through' training started with Core Training (CT) posts linked to specialty training (ST1 posts).	CT	Core Training
Workforce intelligence: what data do we need to collect to understand trends in substantive oral and maxillofacial surgery consultant posts? A retrospective review and plan for the future.	33288290	This paper assembles evidence regarding oral and maxillofacial surgery (OMFS) consultant appointments in the UK and plans for prospective data collection in the future.	OMFS	oral and maxillofacial surgery
Combined toxicity assessment of myclobutanil and thiamethoxam to zebrafish embryos employing multi-endpoints.	33288291	In this study, we planned to explicate the combined toxic effect of myclobutanil (MYC) and thiamethoxam (THI) on the zebrafish (Danio rerio) by adopting multiple biomarkers.	MYC	myclobutanil
Combined toxicity assessment of myclobutanil and thiamethoxam to zebrafish embryos employing multi-endpoints.	33288291	In this study, we planned to explicate the combined toxic effect of myclobutanil (MYC) and thiamethoxam (THI) on the zebrafish (Danio rerio) by adopting multiple biomarkers.	THI	thiamethoxam
Marine protected areas in Latin America and Caribbean threatened by polycyclic aromatic hydrocarbons.	33288292	The present study is a literature-based analysis investigating occurrence and the possible consequences of polycyclic aromatic hydrocarbons (PAH) in marine protected areas (MPAs) of Latin America and Caribbean.	PAH	polycyclic aromatic hydrocarbons
Marine protected areas in Latin America and Caribbean threatened by polycyclic aromatic hydrocarbons.	33288292	The present study is a literature-based analysis investigating occurrence and the possible consequences of polycyclic aromatic hydrocarbons (PAH) in marine protected areas (MPAs) of Latin America and Caribbean.	MPAs	marine protected areas
The herbicide dinitramine affects the proliferation of murine testicular cells via endoplasmic reticulum stress-induced calcium dysregulation.	33288293	In this study, we demonstrated the anti-proliferative effects of dinitramine (DN) on immature murine testicular cell lines (Leydig and Sertoli cells) mediated via endoplasmic reticulum (ER) stress-induced calcium dysregulation in the cytosol and mitochondria.	DN	dinitramine
The herbicide dinitramine affects the proliferation of murine testicular cells via endoplasmic reticulum stress-induced calcium dysregulation.	33288293	In this study, we demonstrated the anti-proliferative effects of dinitramine (DN) on immature murine testicular cell lines (Leydig and Sertoli cells) mediated via endoplasmic reticulum (ER) stress-induced calcium dysregulation in the cytosol and mitochondria.	ER	endoplasmic reticulum
The herbicide dinitramine affects the proliferation of murine testicular cells via endoplasmic reticulum stress-induced calcium dysregulation.	33288293	Co-treatment with 2-aminoethoxydiphenyl borate (2-APB) mitigated DN-induced calcium upregulation in both testicular cell lines.	2-APB	2-aminoethoxydiphenyl borate
Heavy metal pollution, ecological risk, spatial distribution, and source identification in sediments of the Lijiang River, China.	33288295	Given its importance, a detailed evaluation of the heavy metals (HMs) in the river sediment is required.	HMs	heavy metals
Distinct microplastic distributions in soils of different land-use types: A case study of Chinese farmlands.	33288296	Microplastic (MP) pollution poses a huge threat to agroecosystems, but the distribution characteristics of MPs in different types of farmland are still largely unknown.	MP	Microplastic
Distinct microplastic distributions in soils of different land-use types: A case study of Chinese farmlands.	33288296	Polyethylene (PE) and polyamides (PA) were the most abundant polymers in cropped lands; 20.88% and 20.31%, respectively.	PE	Polyethylene
Distinct microplastic distributions in soils of different land-use types: A case study of Chinese farmlands.	33288296	Polyethylene (PE) and polyamides (PA) were the most abundant polymers in cropped lands; 20.88% and 20.31%, respectively.	PA	polyamides
Continuous increases of surface ozone and associated premature mortality growth in China during 2015-2019.	33288298	In these 5-years, the national annual average of daily maximum 8 h average (AVGDMA8) O3 concentrations and warm-season (April-September) 4th highest daily maximum 8 h average (4DMA8) O3 concentrations increased from 74.0 ± 15.5 μg/m3 (mean ± standard deviation) to 82.3 ± 12.0 μg/m3 and 167 ± 37.0 μg/m3 to 174 ± 30.0 μg/m3 respectively.	AVGDMA8	average of daily maximum 8 h average
Continuous increases of surface ozone and associated premature mortality growth in China during 2015-2019.	33288298	In these 5-years, the national annual average of daily maximum 8 h average (AVGDMA8) O3 concentrations and warm-season (April-September) 4th highest daily maximum 8 h average (4DMA8) O3 concentrations increased from 74.0 ± 15.5 μg/m3 (mean ± standard deviation) to 82.3 ± 12.0 μg/m3 and 167 ± 37.0 μg/m3 to 174 ± 30.0 μg/m3 respectively.	4DMA8	4th highest daily maximum 8 h average
Prediction of resting energy expenditure in healthy older adults: A systematic review.	33288302	Estimates of energy requirements, based on measured or predicted resting energy expenditure (REE), are needed to avoid undernutrition or overnutrition (and their clinical consequences) in elderly subjects.	REE	resting energy expenditure
Day and night changes in energy expenditure of patients on automated peritoneal dialysis.	33288303	Automated peritoneal dialysis (APD) treatment for end-stage kidney disease affords patients a degree of autonomy in everyday life.	APD	Automated peritoneal dialysis
Day and night changes in energy expenditure of patients on automated peritoneal dialysis.	33288303	Clinical investigations of their energy expenditure (EE) are usually based on resting EE, which could mask day and night variations in EE.	EE	expenditure
Living Donor Liver Transplantation Versus Deceased Donor Liver Transplantation for Hepatocellular Carcinoma Within or Beyond the Milan Criteria: Comparable Long-Term Outcomes.	33288309	The long-term outcomes after living donor liver transplantation (LDLT) vs deceased donor liver transplantation (DDLT) for hepatocellular carcinoma (HCC) remain controversial.	LDLT	living donor liver transplantation
Living Donor Liver Transplantation Versus Deceased Donor Liver Transplantation for Hepatocellular Carcinoma Within or Beyond the Milan Criteria: Comparable Long-Term Outcomes.	33288309	The long-term outcomes after living donor liver transplantation (LDLT) vs deceased donor liver transplantation (DDLT) for hepatocellular carcinoma (HCC) remain controversial.	DDLT	deceased donor liver transplantation
